"","date","location","satellite_grid_lat","satellite_grid_long","vcd_no2"
"1228","2020 02 14","Los Angeles","34.125","-118.125","23188773244239872"
"1229","2020 02 14","Delhi","28.625","77.125","7543700422918144"
"1230","2020 02 14","Taipei","25.125","121.625","9298823239172096"
"1231","2020 02 15","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1232","2020 02 15","Delhi","28.625","77.125","-1.26765060022823e+30"
"1233","2020 02 15","Taipei","25.125","121.625","4868815192064000"
"1234","2020 02 16","Los Angeles","34.125","-118.125","10371793042800640"
"1235","2020 02 16","Delhi","28.625","77.125","6497274590920704"
"1236","2020 02 16","Taipei","25.125","121.625","-1.26765060022823e+30"
"1237","2020 02 17","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1238","2020 02 17","Delhi","28.625","77.125","-1.26765060022823e+30"
"1239","2020 02 17","Taipei","25.125","121.625","3438115414867968"
"1240","2020 02 18","Los Angeles","34.125","-118.125","13805531349123072"
"1241","2020 02 18","Delhi","28.625","77.125","7956413494067200"
"1242","2020 02 18","Taipei","25.125","121.625","-1.26765060022823e+30"
"1243","2020 02 19","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1244","2020 02 19","Delhi","28.625","77.125","7944702191992832"
"1245","2020 02 19","Taipei","25.125","121.625","6319189140701184"
"1246","2020 02 20","Los Angeles","34.125","-118.125","12451095158718464"
"1247","2020 02 20","Delhi","28.625","77.125","-1.26765060022823e+30"
"1248","2020 02 20","Taipei","25.125","121.625","-1.26765060022823e+30"
"1249","2020 02 21","Los Angeles","34.125","-118.125","10495334555844608"
"1250","2020 02 21","Delhi","28.625","77.125","5207834677477376"
"1251","2020 02 21","Taipei","25.125","121.625","7329828231446528"
"1252","2020 02 22","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1253","2020 02 22","Delhi","28.625","77.125","-1.26765060022823e+30"
"1254","2020 02 22","Taipei","25.125","121.625","4141182502305792"
"1255","2020 02 23","Los Angeles","34.125","-118.125","6590974134321152"
"1256","2020 02 23","Delhi","28.625","77.125","10013637867470848"
"1257","2020 02 23","Taipei","25.125","121.625","-1.26765060022823e+30"
"1258","2020 02 24","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1259","2020 02 24","Delhi","28.625","77.125","-1.26765060022823e+30"
"1260","2020 02 24","Taipei","25.125","121.625","6010123830951936"
"1261","2020 02 25","Los Angeles","34.125","-118.125","9681261085851648"
"1262","2020 02 25","Delhi","28.625","77.125","6602310700498944"
"1263","2020 02 25","Taipei","25.125","121.625","-1.26765060022823e+30"
"1264","2020 02 26","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1265","2020 02 26","Delhi","28.625","77.125","13460741038276608"
"1266","2020 02 26","Taipei","25.125","121.625","8644278813196288"
"1267","2020 02 27","Los Angeles","34.125","-118.125","7730969586958336"
"1268","2020 02 27","Delhi","28.625","77.125","-1.26765060022823e+30"
"1269","2020 02 27","Taipei","25.125","121.625","-1.26765060022823e+30"
"1270","2020 02 28","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1271","2020 02 28","Delhi","28.625","77.125","12009309453942784"
"1272","2020 02 28","Taipei","25.125","121.625","7481087315935232"
"1273","2020 02 29","Los Angeles","34.125","-118.125","7368445893017600"
"1274","2020 02 29","Delhi","28.625","77.125","-1.26765060022823e+30"
"1275","2020 02 29","Taipei","25.125","121.625","-1.26765060022823e+30"
"1276","2020 03 01","Los Angeles","34.125","-118.125","6199115276877824"
"1277","2020 03 01","Delhi","28.625","77.125","8765156372774912"
"1278","2020 03 01","Taipei","25.125","121.625","6990735194718208"
"1279","2020 03 02","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1280","2020 03 02","Delhi","28.625","77.125","-1.26765060022823e+30"
"1281","2020 03 02","Taipei","25.125","121.625","3877568147095552"
"1282","2020 03 03","Los Angeles","34.125","-118.125","14831855660433408"
"1283","2020 03 03","Delhi","28.625","77.125","7477585306976256"
"1284","2020 03 03","Taipei","25.125","121.625","-1.26765060022823e+30"
"1285","2020 03 04","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1286","2020 03 04","Delhi","28.625","77.125","-1.26765060022823e+30"
"1287","2020 03 04","Taipei","25.125","121.625","4824504551342080"
"1288","2020 03 05","Los Angeles","34.125","-118.125","12478169558810624"
"1289","2020 03 05","Delhi","28.625","77.125","6455219881771008"
"1290","2020 03 05","Taipei","25.125","121.625","-1.26765060022823e+30"
"1291","2020 03 06","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1292","2020 03 06","Delhi","28.625","77.125","5340760694063104"
"1293","2020 03 06","Taipei","25.125","121.625","3891272582430720"
"1294","2020 03 07","Los Angeles","34.125","-118.125","6225170695979008"
"1295","2020 03 07","Delhi","28.625","77.125","-1.26765060022823e+30"
"1296","2020 03 07","Taipei","25.125","121.625","-1.26765060022823e+30"
"1297","2020 03 08","Los Angeles","34.125","-118.125","9737063448444928"
"1298","2020 03 08","Delhi","28.625","77.125","7561564802514944"
"1299","2020 03 08","Taipei","25.125","121.625","6328460364480512"
"1300","2020 03 09","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1301","2020 03 09","Delhi","28.625","77.125","-1.26765060022823e+30"
"1302","2020 03 09","Taipei","25.125","121.625","14135446040739840"
"1303","2020 03 10","Los Angeles","34.125","-118.125","5157026288107520"
"1304","2020 03 10","Delhi","28.625","77.125","6126355846529024"
"1305","2020 03 10","Taipei","25.125","121.625","-1.26765060022823e+30"
"1306","2020 03 11","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1307","2020 03 11","Delhi","28.625","77.125","-1.26765060022823e+30"
"1308","2020 03 11","Taipei","25.125","121.625","6133020025159680"
"1309","2020 03 12","Los Angeles","34.125","-118.125","4083533303775232"
"1310","2020 03 12","Delhi","28.625","77.125","6048161671938048"
"1311","2020 03 12","Taipei","25.125","121.625","-1.26765060022823e+30"
"1312","2020 03 13","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1313","2020 03 13","Delhi","28.625","77.125","17325393413406720"
"1314","2020 03 13","Taipei","25.125","121.625","6603999159517184"
"1315","2020 03 14","Los Angeles","34.125","-118.125","5567671869374464"
"1316","2020 03 14","Delhi","28.625","77.125","-1.26765060022823e+30"
"1317","2020 03 14","Taipei","25.125","121.625","-1.26765060022823e+30"
"1318","2020 03 15","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1319","2020 03 15","Delhi","28.625","77.125","9933818047758336"
"1320","2020 03 15","Taipei","25.125","121.625","6472639732252672"
"1321","2020 03 16","Los Angeles","34.125","-118.125","6200023125590016"
"1322","2020 03 16","Delhi","28.625","77.125","-1.26765060022823e+30"
"1323","2020 03 16","Taipei","25.125","121.625","-1.26765060022823e+30"
"1324","2020 03 17","Los Angeles","34.125","-118.125","9936130887647232"
"1325","2020 03 17","Delhi","28.625","77.125","7539526788448256"
"1326","2020 03 17","Taipei","25.125","121.625","5289519049867264"
"1327","2020 03 18","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1328","2020 03 18","Delhi","28.625","77.125","-1.26765060022823e+30"
"1329","2020 03 18","Taipei","25.125","121.625","3741345743110144"
"1330","2020 03 19","Los Angeles","34.125","-118.125","6540707447701504"
"1331","2020 03 19","Delhi","28.625","77.125","7411796608548864"
"1332","2020 03 19","Taipei","25.125","121.625","9403080349057024"
"1333","2020 03 20","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1334","2020 03 20","Delhi","28.625","77.125","-1.26765060022823e+30"
"1335","2020 03 20","Taipei","25.125","121.625","5782941535830016"
"1336","2020 03 21","Los Angeles","34.125","-118.125","6003933709336576"
"1337","2020 03 21","Delhi","28.625","77.125","7720846885912576"
"1338","2020 03 21","Taipei","25.125","121.625","-1.26765060022823e+30"
"1339","2020 03 22","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1340","2020 03 22","Delhi","28.625","77.125","4107049055027200"
"1341","2020 03 22","Taipei","25.125","121.625","6251639505682432"
"1342","2020 03 23","Los Angeles","34.125","-118.125","6530039822680064"
"1343","2020 03 23","Delhi","28.625","77.125","-1.26765060022823e+30"
"1344","2020 03 23","Taipei","25.125","121.625","-1.26765060022823e+30"
"1345","2020 03 24","Los Angeles","34.125","-118.125","10935794189467648"
"1346","2020 03 24","Delhi","28.625","77.125","4161124035461120"
"1347","2020 03 24","Taipei","25.125","121.625","5552848863494144"
"1348","2020 03 25","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1349","2020 03 25","Delhi","28.625","77.125","-1.26765060022823e+30"
"1350","2020 03 25","Taipei","25.125","121.625","9283022054490112"
"1351","2020 03 26","Los Angeles","34.125","-118.125","9738196246069248"
"1352","2020 03 26","Delhi","28.625","77.125","5180271187984384"
"1353","2020 03 26","Taipei","25.125","121.625","6705197715816448"
"1354","2020 03 27","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1355","2020 03 27","Delhi","28.625","77.125","-1.26765060022823e+30"
"1356","2020 03 27","Taipei","25.125","121.625","16014071178461184"
"1357","2020 03 28","Los Angeles","34.125","-118.125","8609806868807680"
"1358","2020 03 28","Delhi","28.625","77.125","4060975330230272"
"1359","2020 03 28","Taipei","25.125","121.625","8456390100123648"
"1360","2020 03 29","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1361","2020 03 29","Delhi","28.625","77.125","3135170970386432"
"1362","2020 03 29","Taipei","25.125","121.625","6340796584296448"
"1363","2020 03 30","Los Angeles","34.125","-118.125","7651277542522880"
"1364","2020 03 30","Delhi","28.625","77.125","5023142493814784"
"1365","2020 03 30","Taipei","25.125","121.625","-1.26765060022823e+30"
"1366","2020 03 31","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1367","2020 03 31","Delhi","28.625","77.125","5080327299006464"
"1368","2020 03 31","Taipei","25.125","121.625","9067402885070848"
"1369","2020 04 01","Los Angeles","34.125","-118.125","8478911298011136"
"1370","2020 04 01","Delhi","28.625","77.125","6038731534368768"
"1371","2020 04 01","Taipei","25.125","121.625","-1.26765060022823e+30"
"1372","2020 04 02","Los Angeles","34.125","-118.125","7659231821955072"
"1373","2020 04 02","Delhi","28.625","77.125","5117156106698752"
"1374","2020 04 02","Taipei","25.125","121.625","5191641040158720"
"1375","2020 04 03","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1376","2020 04 03","Delhi","28.625","77.125","-1.26765060022823e+30"
"1377","2020 04 03","Taipei","25.125","121.625","4887738817970176"
"1378","2020 04 04","Los Angeles","34.125","-118.125","5010731648942080"
"1379","2020 04 04","Delhi","28.625","77.125","4679846294716416"
"1380","2020 04 04","Taipei","25.125","121.625","6204714303619072"
"1381","2020 04 05","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1382","2020 04 05","Delhi","28.625","77.125","-1.26765060022823e+30"
"1383","2020 04 05","Taipei","25.125","121.625","4253542873300992"
"1384","2020 04 06","Los Angeles","34.125","-118.125","2866818729377792"
"1385","2020 04 06","Delhi","28.625","77.125","5408941152403456"
"1386","2020 04 06","Taipei","25.125","121.625","-1.26765060022823e+30"
"1387","2020 04 07","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1388","2020 04 07","Delhi","28.625","77.125","3657903386918912"
"1389","2020 04 07","Taipei","25.125","121.625","4489916666871808"
"1390","2020 04 08","Los Angeles","34.125","-118.125","7273613551992832"
"1391","2020 04 08","Delhi","28.625","77.125","4479200186597376"
"1392","2020 04 08","Taipei","25.125","121.625","-1.26765060022823e+30"
"1393","2020 04 09","Los Angeles","34.125","-118.125","5176668247293952"
"1394","2020 04 09","Delhi","28.625","77.125","2938895259926528"
"1395","2020 04 09","Taipei","25.125","121.625","6364407630135296"
"1396","2020 04 10","Los Angeles","34.125","-118.125","6119255191846912"
"1397","2020 04 10","Delhi","28.625","77.125","-1.26765060022823e+30"
"1398","2020 04 10","Taipei","25.125","121.625","4999492793270272"
"1399","2020 04 11","Los Angeles","34.125","-118.125","7161468197797888"
"1400","2020 04 11","Delhi","28.625","77.125","5438778290208768"
"1401","2020 04 11","Taipei","25.125","121.625","4456392568078336"
"1402","2020 04 12","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1403","2020 04 12","Delhi","28.625","77.125","-1.26765060022823e+30"
"1404","2020 04 12","Taipei","25.125","121.625","4899840962068480"
"1405","2020 04 13","Los Angeles","34.125","-118.125","4482930097258496"
"1406","2020 04 13","Delhi","28.625","77.125","5015025542496256"
"1407","2020 04 13","Taipei","25.125","121.625","6196853976596480"
"1408","2020 04 14","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1409","2020 04 14","Delhi","28.625","77.125","4627318307815424"
"1410","2020 04 14","Taipei","25.125","121.625","5458634997760000"
"1411","2020 04 15","Los Angeles","34.125","-118.125","9323488162611200"
"1412","2020 04 15","Delhi","28.625","77.125","7284525990150144"
"1413","2020 04 15","Taipei","25.125","121.625","-1.26765060022823e+30"
"1414","2020 04 16","Los Angeles","34.125","-118.125","7684911968288768"
"1415","2020 04 16","Delhi","28.625","77.125","6098698941497344"
"1416","2020 04 16","Taipei","25.125","121.625","6607194078314496"
"1417","2020 04 17","Los Angeles","34.125","-118.125","6990931152601088"
"1418","2020 04 17","Delhi","28.625","77.125","6673535216910336"
"1419","2020 04 17","Taipei","25.125","121.625","-1.26765060022823e+30"
"1420","2020 04 18","Los Angeles","34.125","-118.125","5895515313012736"
"1421","2020 04 18","Delhi","28.625","77.125","6543464816705536"
"1422","2020 04 18","Taipei","25.125","121.625","5952765079584768"
"1423","2020 04 19","Los Angeles","34.125","-118.125","4701884845654016"
"1424","2020 04 19","Delhi","28.625","77.125","-1.26765060022823e+30"
"1425","2020 04 19","Taipei","25.125","121.625","9095851674697728"
"1426","2020 04 20","Los Angeles","34.125","-118.125","4794590640996352"
"1427","2020 04 20","Delhi","28.625","77.125","6878710636478464"
"1428","2020 04 20","Taipei","25.125","121.625","9751542856941568"
"1429","2020 04 21","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1430","2020 04 21","Delhi","28.625","77.125","-1.26765060022823e+30"
"1431","2020 04 21","Taipei","25.125","121.625","4931635531218944"
"1432","2020 04 22","Los Angeles","34.125","-118.125","8791602633900032"
"1433","2020 04 22","Delhi","28.625","77.125","6221546817323008"
"1434","2020 04 22","Taipei","25.125","121.625","-1.26765060022823e+30"
"1435","2020 04 23","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1436","2020 04 23","Delhi","28.625","77.125","5217885974691840"
"1437","2020 04 23","Taipei","25.125","121.625","4217518566670336"
"1438","2020 04 24","Los Angeles","34.125","-118.125","6424458252255232"
"1439","2020 04 24","Delhi","28.625","77.125","7331792642113536"
"1440","2020 04 24","Taipei","25.125","121.625","-1.26765060022823e+30"
"1441","2020 04 25","Los Angeles","34.125","-118.125","4954700579340288"
"1442","2020 04 25","Delhi","28.625","77.125","6529818094993408"
"1443","2020 04 25","Taipei","25.125","121.625","6418956399149056"
"1444","2020 04 26","Los Angeles","34.125","-118.125","5918474597564416"
"1445","2020 04 26","Delhi","28.625","77.125","-1.26765060022823e+30"
"1446","2020 04 26","Taipei","25.125","121.625","3892070372605952"
"1447","2020 04 27","Los Angeles","34.125","-118.125","7518245225496576"
"1448","2020 04 27","Delhi","28.625","77.125","6446195081740288"
"1449","2020 04 27","Taipei","25.125","121.625","5888692220592128"
"1450","2020 04 28","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1451","2020 04 28","Delhi","28.625","77.125","-1.26765060022823e+30"
"1452","2020 04 28","Taipei","25.125","121.625","5113161250242560"
"1453","2020 04 29","Los Angeles","34.125","-118.125","10821916352839680"
"1454","2020 04 29","Delhi","28.625","77.125","8346293982199808"
"1455","2020 04 29","Taipei","25.125","121.625","4926330709737472"
"1456","2020 04 30","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1457","2020 04 30","Delhi","28.625","77.125","6771939896983552"
"1458","2020 04 30","Taipei","25.125","121.625","6887938373713920"
"1459","2020 05 01","Los Angeles","34.125","-118.125","8809170660753408"
"1460","2020 05 01","Delhi","28.625","77.125","9077945956040704"
"1461","2020 05 01","Taipei","25.125","121.625","-1.26765060022823e+30"
"1462","2020 05 02","Los Angeles","34.125","-118.125","5801182261936128"
"1463","2020 05 02","Delhi","28.625","77.125","6132700586967040"
"1464","2020 05 02","Taipei","25.125","121.625","5352296439349248"
"1465","2020 05 03","Los Angeles","34.125","-118.125","5438040092704768"
"1466","2020 05 03","Delhi","28.625","77.125","1011914897358848"
"1467","2020 05 03","Taipei","25.125","121.625","-1.26765060022823e+30"
"1468","2020 05 04","Los Angeles","34.125","-118.125","7721801442394112"
"1469","2020 05 04","Delhi","28.625","77.125","8730972728066048"
"1470","2020 05 04","Taipei","25.125","121.625","5290430119804928"
"1471","2020 05 05","Los Angeles","34.125","-118.125","6975882124066816"
"1472","2020 05 05","Delhi","28.625","77.125","-1.26765060022823e+30"
"1473","2020 05 05","Taipei","25.125","121.625","4742882992848896"
"1474","2020 05 06","Los Angeles","34.125","-118.125","9117942838984704"
"1475","2020 05 06","Delhi","28.625","77.125","6706351451406336"
"1476","2020 05 06","Taipei","25.125","121.625","5804386844409856"
"1477","2020 05 07","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1478","2020 05 07","Delhi","28.625","77.125","-1.26765060022823e+30"
"1479","2020 05 07","Taipei","25.125","121.625","4233499334672384"
"1480","2020 05 08","Los Angeles","34.125","-118.125","7288627147046912"
"1481","2020 05 08","Delhi","28.625","77.125","7657386596630528"
"1482","2020 05 08","Taipei","25.125","121.625","-1.26765060022823e+30"
"1483","2020 05 09","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1484","2020 05 09","Delhi","28.625","77.125","4783372723290112"
"1485","2020 05 09","Taipei","25.125","121.625","4578085097701376"
"1486","2020 05 10","Los Angeles","34.125","-118.125","4991081099821056"
"1487","2020 05 10","Delhi","28.625","77.125","5483803506114560"
"1488","2020 05 10","Taipei","25.125","121.625","-1.26765060022823e+30"
"1489","2020 05 11","Los Angeles","34.125","-118.125","6844881863442432"
"1490","2020 05 11","Delhi","28.625","77.125","5052093257744384"
"1491","2020 05 11","Taipei","25.125","121.625","5984207461416960"
"1492","2020 05 12","Los Angeles","34.125","-118.125","5536236466864128"
"1493","2020 05 12","Delhi","28.625","77.125","-1.26765060022823e+30"
"1494","2020 05 12","Taipei","25.125","121.625","3986688233701376"
"1495","2020 05 13","Los Angeles","34.125","-118.125","6621392166453248"
"1496","2020 05 13","Delhi","28.625","77.125","5388076738150400"
"1497","2020 05 13","Taipei","25.125","121.625","5514360587812864"
"1498","2020 05 14","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1499","2020 05 14","Delhi","28.625","77.125","-1.26765060022823e+30"
"1500","2020 05 14","Taipei","25.125","121.625","5499033460146176"
"1501","2020 05 15","Los Angeles","34.125","-118.125","7308302392229888"
"1502","2020 05 15","Delhi","28.625","77.125","6695865288753152"
"1503","2020 05 15","Taipei","25.125","121.625","5272664524455936"
"1504","2020 05 16","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1505","2020 05 16","Delhi","28.625","77.125","7454113847574528"
"1506","2020 05 16","Taipei","25.125","121.625","3889847727030272"
"1507","2020 05 17","Los Angeles","34.125","-118.125","5076907968167936"
"1508","2020 05 17","Delhi","28.625","77.125","5328566745038848"
"1509","2020 05 17","Taipei","25.125","121.625","-1.26765060022823e+30"
"1510","2020 05 18","Los Angeles","34.125","-118.125","4759705842876416"
"1511","2020 05 18","Delhi","28.625","77.125","8761938368528384"
"1512","2020 05 18","Taipei","25.125","121.625","5198131809484800"
"1513","2020 05 19","Los Angeles","34.125","-118.125","7318349394477056"
"1514","2020 05 19","Delhi","28.625","77.125","6709097546121216"
"1515","2020 05 19","Taipei","25.125","121.625","-1.26765060022823e+30"
"1516","2020 05 20","Los Angeles","34.125","-118.125","6912548536320000"
"1517","2020 05 20","Delhi","28.625","77.125","7291575642095616"
"1518","2020 05 20","Taipei","25.125","121.625","4193920137297920"
"1519","2020 05 21","Los Angeles","34.125","-118.125","7667072821624832"
"1520","2020 05 21","Delhi","28.625","77.125","-1.26765060022823e+30"
"1521","2020 05 21","Taipei","25.125","121.625","3118191890923520"
"1522","2020 05 22","Los Angeles","34.125","-118.125","6830260721025024"
"1523","2020 05 22","Delhi","28.625","77.125","7919813393383424"
"1524","2020 05 22","Taipei","25.125","121.625","4963568076193792"
"1525","2020 05 23","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1526","2020 05 23","Delhi","28.625","77.125","-1.26765060022823e+30"
"1527","2020 05 23","Taipei","25.125","121.625","3171715773366272"
"1528","2020 05 24","Los Angeles","34.125","-118.125","5293395794722816"
"1529","2020 05 24","Delhi","28.625","77.125","8635420443148288"
"1530","2020 05 24","Taipei","25.125","121.625","-1.26765060022823e+30"
"1531","2020 05 25","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1532","2020 05 25","Delhi","28.625","77.125","5942742236528640"
"1533","2020 05 25","Taipei","25.125","121.625","3830203247755264"
"1534","2020 05 26","Los Angeles","34.125","-118.125","6061395003047936"
"1535","2020 05 26","Delhi","28.625","77.125","7235455988793344"
"1536","2020 05 26","Taipei","25.125","121.625","-1.26765060022823e+30"
"1537","2020 05 27","Los Angeles","34.125","-118.125","6760256512196608"
"1538","2020 05 27","Delhi","28.625","77.125","8082184095137792"
"1539","2020 05 27","Taipei","25.125","121.625","4110072175132672"
"1540","2020 05 28","Los Angeles","34.125","-118.125","5852078698135552"
"1541","2020 05 28","Delhi","28.625","77.125","-1.26765060022823e+30"
"1542","2020 05 28","Taipei","25.125","121.625","4247736614387712"
"1543","2020 05 29","Los Angeles","34.125","-118.125","5103227527757824"
"1544","2020 05 29","Delhi","28.625","77.125","5666514099240960"
"1545","2020 05 29","Taipei","25.125","121.625","4232678190612480"
"1546","2020 05 30","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1547","2020 05 30","Delhi","28.625","77.125","-1.26765060022823e+30"
"1548","2020 05 30","Taipei","25.125","121.625","4593007424700416"
"1549","2020 05 31","Los Angeles","34.125","-118.125","5186608412229632"
"1550","2020 05 31","Delhi","28.625","77.125","11431978876272640"
"1551","2020 05 31","Taipei","25.125","121.625","5548536716328960"
"1552","2020 06 01","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1553","2020 06 01","Delhi","28.625","77.125","8969116853469184"
"1554","2020 06 01","Taipei","25.125","121.625","5171755341578240"
"1555","2020 06 02","Los Angeles","34.125","-118.125","4773911984078848"
"1556","2020 06 02","Delhi","28.625","77.125","8895421120249856"
"1557","2020 06 02","Taipei","25.125","121.625","-1.26765060022823e+30"
"1558","2020 06 03","Los Angeles","34.125","-118.125","6353639073382400"
"1559","2020 06 03","Delhi","28.625","77.125","9105132025282560"
"1560","2020 06 03","Taipei","25.125","121.625","4587590934069248"
"1561","2020 06 04","Los Angeles","34.125","-118.125","5665948774170624"
"1562","2020 06 04","Delhi","28.625","77.125","7342182704873472"
"1563","2020 06 04","Taipei","25.125","121.625","-1.26765060022823e+30"
"1564","2020 06 05","Los Angeles","34.125","-118.125","5750667004084224"
"1565","2020 06 05","Delhi","28.625","77.125","7054610485215232"
"1566","2020 06 05","Taipei","25.125","121.625","6738792413134848"
"1567","2020 06 06","Los Angeles","34.125","-118.125","5536552146960384"
"1568","2020 06 06","Delhi","28.625","77.125","-1.26765060022823e+30"
"1569","2020 06 06","Taipei","25.125","121.625","4330288838606848"
"1570","2020 06 07","Los Angeles","34.125","-118.125","4350928303947776"
"1571","2020 06 07","Delhi","28.625","77.125","10265465758679040"
"1572","2020 06 07","Taipei","25.125","121.625","5543215251849216"
"1573","2020 06 08","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1574","2020 06 08","Delhi","28.625","77.125","-1.26765060022823e+30"
"1575","2020 06 08","Taipei","25.125","121.625","3209393373970432"
"1576","2020 06 09","Los Angeles","34.125","-118.125","7574051883057152"
"1577","2020 06 09","Delhi","28.625","77.125","8122995948126208"
"1578","2020 06 09","Taipei","25.125","121.625","-1.26765060022823e+30"
"1579","2020 06 10","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1580","2020 06 10","Delhi","28.625","77.125","8624808115830784"
"1581","2020 06 10","Taipei","25.125","121.625","5395780298866688"
"1582","2020 06 11","Los Angeles","34.125","-118.125","6607053418135552"
"1583","2020 06 11","Delhi","28.625","77.125","8813374896865280"
"1584","2020 06 11","Taipei","25.125","121.625","-1.26765060022823e+30"
"1585","2020 06 12","Los Angeles","34.125","-118.125","5450193776410624"
"1586","2020 06 12","Delhi","28.625","77.125","9164206079213568"
"1587","2020 06 12","Taipei","25.125","121.625","5223938657353728"
"1588","2020 06 13","Los Angeles","34.125","-118.125","5545465814712320"
"1589","2020 06 13","Delhi","28.625","77.125","-1.26765060022823e+30"
"1590","2020 06 13","Taipei","25.125","121.625","5089997954744320"
"1591","2020 06 14","Los Angeles","34.125","-118.125","5314032575709184"
"1592","2020 06 14","Delhi","28.625","77.125","6942635855970304"
"1593","2020 06 14","Taipei","25.125","121.625","5575934849581056"
"1594","2020 06 15","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1595","2020 06 15","Delhi","28.625","77.125","-1.26765060022823e+30"
"1596","2020 06 15","Taipei","25.125","121.625","5009844738195456"
"1597","2020 06 16","Los Angeles","34.125","-118.125","6028910017904640"
"1598","2020 06 16","Delhi","28.625","77.125","9893631112511488"
"1599","2020 06 16","Taipei","25.125","121.625","5991563129782272"
"1600","2020 06 17","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1601","2020 06 17","Delhi","28.625","77.125","9583298250539008"
"1602","2020 06 17","Taipei","25.125","121.625","4383472344891392"
"1603","2020 06 18","Los Angeles","34.125","-118.125","6837519215755264"
"1604","2020 06 18","Delhi","28.625","77.125","8872502101016576"
"1605","2020 06 18","Taipei","25.125","121.625","-1.26765060022823e+30"
"1606","2020 06 19","Los Angeles","34.125","-118.125","8970078926143488"
"1607","2020 06 19","Delhi","28.625","77.125","7524493866041344"
"1608","2020 06 19","Taipei","25.125","121.625","4844438031433728"
"1609","2020 06 20","Los Angeles","34.125","-118.125","5340054708813824"
"1610","2020 06 20","Delhi","28.625","77.125","9323494605062144"
"1611","2020 06 20","Taipei","25.125","121.625","-1.26765060022823e+30"
"1612","2020 06 21","Los Angeles","34.125","-118.125","5157977623363584"
"1613","2020 06 21","Delhi","28.625","77.125","-1.26765060022823e+30"
"1614","2020 06 21","Taipei","25.125","121.625","-1.26765060022823e+30"
"1615","2020 06 22","Los Angeles","34.125","-118.125","6633216748290048"
"1616","2020 06 22","Delhi","28.625","77.125","-1.26765060022823e+30"
"1617","2020 06 22","Taipei","25.125","121.625","4859780728356864"
"1618","2020 06 23","Los Angeles","34.125","-118.125","8044962834808832"
"1619","2020 06 23","Delhi","28.625","77.125","5555383431069696"
"1620","2020 06 23","Taipei","25.125","121.625","7281812107689984"
"1621","2020 06 24","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1622","2020 06 24","Delhi","28.625","77.125","-1.26765060022823e+30"
"1623","2020 06 24","Taipei","25.125","121.625","4133230638792704"
"1624","2020 06 25","Los Angeles","34.125","-118.125","5432733123739648"
"1625","2020 06 25","Delhi","28.625","77.125","8107788005801984"
"1626","2020 06 25","Taipei","25.125","121.625","-1.26765060022823e+30"
"1627","2020 06 26","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1628","2020 06 26","Delhi","28.625","77.125","5895398275153920"
"1629","2020 06 26","Taipei","25.125","121.625","5803174589890560"
"1630","2020 06 27","Los Angeles","34.125","-118.125","5512170154491904"
"1631","2020 06 27","Delhi","28.625","77.125","7520855491870720"
